path,category,kind,purpose,typical_inputs,typical_outputs,safe_example,when_to_use,when_not_to_use,safety
tools/analyze/test_two_tap_same_qoi_anchor_launch_package.py,analysis and package builders,python,two tap same qoi anchor launch package,existing work_products/reports/imports plus task-specific CSV/JSON inputs,test pass/fail result; may create temporary files,python3.11 -m unittest tools.analyze.test_two_tap_same_qoi_anchor_launch_package,Use to regenerate the matching report/work-product package from cited inputs.,"Do not use to fit, tune, score, or admit beyond the builder package's documented gate.",local/lightweight test; usually read-only except temporary outputs
tools/analyze/test_two_tap_section_effective_hybrid_pressure_scorecard.py,analysis and package builders,python,Tests for the section-effective hybrid pressure scorecard builder.,existing work_products/reports/imports plus task-specific CSV/JSON inputs,test pass/fail result; may create temporary files,python3.11 -m unittest tools.analyze.test_two_tap_section_effective_hybrid_pressure_scorecard,Use to regenerate the matching report/work-product package from cited inputs.,"Do not use to fit, tune, score, or admit beyond the builder package's documented gate.",local/lightweight test; usually read-only except temporary outputs
tools/analyze/test_two_tap_staged_endpoint_sampler.py,analysis and package builders,python,Focused tests for the two-tap staged endpoint sampler package.,existing work_products/reports/imports plus task-specific CSV/JSON inputs,test pass/fail result; may create temporary files,python3.11 -m unittest tools.analyze.test_two_tap_staged_endpoint_sampler,Use to regenerate the matching report/work-product package from cited inputs.,"Do not use to fit, tune, score, or admit beyond the builder package's documented gate.",local/lightweight test; usually read-only except temporary outputs
tools/analyze/test_umx1_dry_smoke_scorer.py,analysis and package builders,python,umx1 dry smoke scorer,existing work_products/reports/imports plus task-specific CSV/JSON inputs,test pass/fail result; may create temporary files,python3.11 -m unittest tools.analyze.test_umx1_dry_smoke_scorer,Use to regenerate the matching report/work-product package from cited inputs.,"Do not use to fit, tune, score, or admit beyond the builder package's documented gate.",local/lightweight test; usually read-only except temporary outputs
tools/analyze/test_upcomer_exchange_evidence_preflight.py,analysis and package builders,python,Tests for the upcomer exchange-evidence preflight package.,existing work_products/reports/imports plus task-specific CSV/JSON inputs,test pass/fail result; may create temporary files,python3.11 -m unittest tools.analyze.test_upcomer_exchange_evidence_preflight,Use to regenerate the matching report/work-product package from cited inputs.,"Do not use to fit, tune, score, or admit beyond the builder package's documented gate.",local/lightweight test; usually read-only except temporary outputs
tools/analyze/test_upcomer_exchange_terminal_source_readiness.py,analysis and package builders,python,Tests for the upcomer exchange terminal/source readiness package.,existing work_products/reports/imports plus task-specific CSV/JSON inputs,test pass/fail result; may create temporary files,python3.11 -m unittest tools.analyze.test_upcomer_exchange_terminal_source_readiness,Use to regenerate the matching report/work-product package from cited inputs.,"Do not use to fit, tune, score, or admit beyond the builder package's documented gate.",local/lightweight test; usually read-only except temporary outputs
tools/analyze/test_upcomer_hybrid_frozen_candidate_score.py,analysis and package builders,python,Tests for the frozen upcomer hybrid candidate score package.,existing work_products/reports/imports plus task-specific CSV/JSON inputs,test pass/fail result; may create temporary files,python3.11 -m unittest tools.analyze.test_upcomer_hybrid_frozen_candidate_score,Use to regenerate the matching report/work-product package from cited inputs.,"Do not use to fit, tune, score, or admit beyond the builder package's documented gate.",local/lightweight test; usually read-only except temporary outputs
tools/analyze/test_upcomer_internal_nu_extraction_contract.py,analysis and package builders,python,upcomer internal nu extraction contract,existing work_products/reports/imports plus task-specific CSV/JSON inputs,test pass/fail result; may create temporary files,python3.11 -m unittest tools.analyze.test_upcomer_internal_nu_extraction_contract,Use to regenerate the matching report/work-product package from cited inputs.,"Do not use to fit, tune, score, or admit beyond the builder package's documented gate.",local/lightweight test; usually read-only except temporary outputs
tools/analyze/test_upcomer_onset_anchor_request_hardening.py,analysis and package builders,python,Tests for the hardened upcomer-onset CFD/postprocessing request.,existing work_products/reports/imports plus task-specific CSV/JSON inputs,test pass/fail result; may create temporary files,python3.11 -m unittest tools.analyze.test_upcomer_onset_anchor_request_hardening,Use to regenerate the matching report/work-product package from cited inputs.,"Do not use to fit, tune, score, or admit beyond the builder package's documented gate.",local/lightweight test; usually read-only except temporary outputs
tools/analyze/test_upcomer_onset_blocker_execution.py,analysis and package builders,python,upcomer onset blocker execution,existing work_products/reports/imports plus task-specific CSV/JSON inputs,test pass/fail result; may create temporary files,python3.11 -m unittest tools.analyze.test_upcomer_onset_blocker_execution,Use to regenerate the matching report/work-product package from cited inputs.,"Do not use to fit, tune, score, or admit beyond the builder package's documented gate.",local/lightweight test; usually read-only except temporary outputs
tools/analyze/test_upcomer_onset_blocker_resolution.py,analysis and package builders,python,upcomer onset blocker resolution,existing work_products/reports/imports plus task-specific CSV/JSON inputs,test pass/fail result; may create temporary files,python3.11 -m unittest tools.analyze.test_upcomer_onset_blocker_resolution,Use to regenerate the matching report/work-product package from cited inputs.,"Do not use to fit, tune, score, or admit beyond the builder package's documented gate.",local/lightweight test; usually read-only except temporary outputs
tools/analyze/test_upcomer_onset_cfd_anchor_matrix.py,analysis and package builders,python,Tests for the upcomer onset CFD anchor matrix.,existing work_products/reports/imports plus task-specific CSV/JSON inputs,test pass/fail result; may create temporary files,python3.11 -m unittest tools.analyze.test_upcomer_onset_cfd_anchor_matrix,Use to regenerate the matching report/work-product package from cited inputs.,"Do not use to fit, tune, score, or admit beyond the builder package's documented gate.",local/lightweight test; usually read-only except temporary outputs
tools/analyze/test_upcomer_onset_data_sparsity_progress.py,analysis and package builders,python,upcomer onset data sparsity progress,existing work_products/reports/imports plus task-specific CSV/JSON inputs,test pass/fail result; may create temporary files,python3.11 -m unittest tools.analyze.test_upcomer_onset_data_sparsity_progress,Use to regenerate the matching report/work-product package from cited inputs.,"Do not use to fit, tune, score, or admit beyond the builder package's documented gate.",local/lightweight test; usually read-only except temporary outputs
